,icw,icw_hover_exercise,Exercise,练习,,,,,,,
,icw,icw_function_declare,Through icon，you can quickly find out whether there are configured actions or exercises on this page of courseware.,通过icon可以快速了解该页课件上是否配置了动效、练习,,,,,,,
,个性化边框,border_modal_title,On-stage Frame,上台头像框,,,,,,,
,个性化边框,border_modal_describe,"After selection, all learners will come to the stage with a video frame style of your choice, visible to the whole class.",选择后，所有学生在上台时会带着您选择的头像框样式，全班可见。,,,,,,,
,个性化边框,border_none,Nothing,无,,,,,,,
,个性化边框,border_tiger,Tiger,老虎,,,,,,,
,个性化边框,border_giraffe,Giraffe,长颈鹿,,,,,,,
,个性化边框,border_fox,Fox,狐狸,,,,,,,
,个性化边框,border_snake,Snake,蛇,,,,,,,
,个性化边框,border_modal_confirm,Confirm,确认,,,,,,,
,toast-您已闭麦，请打开麦克风,mute_open_mic,"Your microphone is off, please turn on the microphone.",您已闭麦，请打开麦克风,,,,,,,
,,share_screen_audio,Shared Audio,共享声音,,,,,,,
,,stop_share_audio,Stop Sharing Audio,停止共享声音,,,,,,,
,,hide_preview,Hide Preview,隐藏预览,,,,,,,
,,show_preview,View Preview,查看预览,,,,,,,
,操作栏,tool_reshare,Reshare,切换共享,,,,,,,
,,too_close_share,Exit Sharing,停止共享,,,,,,,
,,share_guide,Class control function has moved here.,班级控制移到这里啦,,,,,,,
,rtc断开连接,rtc_disconnect,Communication Disconnected,通讯中断,,,,,,,
,上台后镜像提示,onstage_no_reverse_tip,Mirror mode is automatically canceled.,上台后将自动取消镜像模式,,,,,,,
,rtm断开连接,rtm_disconnect,Classroom Server Disconnected,课堂服务中断,,,,,,,
,学生未进入,leanerr_unattend,To be attended,待进入,,,,,,,
,,share_screen_warning,"When Screen Share is present, Authorize All will be automatically revoked. Are you sure you want to turn it on?",开启屏幕共享后将自动取消全体授权，确定开启吗？,,,,,,,
,,share_screen_warning_button,Confirm,开启,,,,,,,
,网络,network_item_1,Network:,网络连接：,,,,,,,
,,network_item_2,Communication:,通话质量：,,,,,,,
,,network_item_3,Interaction:,交互同步：,,,,,,,
,,network_item_4,Interaction Sync:,操作同步：,,,,,,,
,查看建议,network_recommendation_btn,Recommendation,查看建议,,,,,,,
,,netwok_recom_title,Network Recommendation,网络建议,,,,,,,
,网络中断提示,network_have_tip_4,Click on the INFO icon to check if the network is connected.,点击设备状态图标，检查是否已连接网络 ,,,,,,,
,,network_have_tip_5,Visit a URL by your browser to confirm if you can access the Internet normally.,打开浏览器，确认是否能正常上网,,,,,,,
,,network_have_tip_3,"Change the network, such as switch to wired network or switch wi-fi to hotspot.",更换下网络，例如切换为有线网络或把wifi切换为热点,,,,,,,
,提示按钮,network_tip_btn,OK,我知道了,,,,,,,
,网络波动提示,network_have_tip_1,Try to keep your device and wireless router in the same room.,尽量将设备和路由器保持在同一房间,,,,,,,
,,network_have_tip_2,Reboot routing settings to ensure network stability.,重启路由器，尝试重新连接,,,,,,,
,网络状态,network_none,Disconnected,已断开,,,,,,,
,,network_low,Poor,差,,,,,,,
,,network_middle,Medium,中,,,,,,,
,,network_hight,Good,好,,,,,,,
,当前暂不支持发起该功能,initiating_this_function_is_not_currently_supported,Initiating this function is not currently supported.,当前暂不支持发起该功能,,,,,,,
,新手引导-授权-title,novice_guidance_auth_title,Here to help learners switch tools.,在这里帮助学生切换工具,,,,,,,
,新手引导-授权-content,novice_guidance_auth_describe,"Support learners to operate interactive courseware, move pictures, and write.",支持学生操作交互课件、移动图片、书写笔迹,,,,,,,
,,device_status1,Classroom Service：,课堂服务：,,,,,,,
,,device_status2,Device OS： ,设备系统：,,,,,,,
,,device_status3,Performance：,设备性能：,,,,,,,
,,device_status4,Network：,网络情况：,,,,,,,
,,device_service_modal_title1,Standard Service ,标准服务,,,,,,,
,,device_service_modal_title2,Swift Service ,极速服务,,,,,,,
,,device_service_modal_des1,This learner can see the videos of teachers and all learners with 360P resolution. ,该学生能看到老师和所有学员视频，均采用360P分辨率,,,,,,,
,,device_service_modal_des2,This learner can't see the videos of learners who are not on stage. The rest are consistent with the standard service functions.,该学生无法看到未上台的学员视频，其余与标准服务功能一致,,,,,,,
,本地摄像头-name,local-camera,Local  Camera,本地摄像头,,,,,,,
,本地摄像头-angle-0,local-camera-angle-0,No Rotation,不旋转,,,,,,,
,本地摄像头-angle-90,local-camera-angle-90,90 Degree Rotation,90度旋转,,,,,,,
,本地摄像头-angle-180,local-camera-angle-180,180 Degree Rotation,180度旋转,,,,,,,
,本地摄像头-angle-270,local-camera-angle-270,270 Degree Rotation,270度旋转,,,,,,,
,本地摄像头-pause,local-camera-pause-sharing,Pause sharing,已暂停共享摄像头画面,,,,,,,
,功能引导-本地摄像头-title,feat-local-camera-title,Share local camera footage as teaching content to learners.,将本地摄像头画面作为教学内容分享给学生们,,,,,,,
,功能引导-本地摄像头-content,feat-local-camera-content,"If your classroom involves multiple views, you can use the local camera to add another view!",如果您有多个摄像头，可以通过这个工具将本地摄像头画面分享给学生。,,,,,,,
,判断题,decide-icon-name,True or False,判断题,,,,,,,
,,decide-choice,Choose a question type and send out.,选择题型,,,,,,,
,,decide-yes-no,Yes/No,是/否,,,,,,,
,,decide-true-false,True/False,对/错,,,,,,,
,,decide-start-answer,Send Out,发出互动,,,,,,,
,,decide-detail-title, {{answerNum}} / {{total}} submitted., {{answerNum}} / {{total}} 已提交,,,,,,,
,,decide-detail-bar,Learners View,学生视角,,,,,,,
,,decide-detail-data,Detailed Data,个人数据,,,,,,,
,,decide-yes,Yes {{num}} learner(s),是 {{num}} 人,,,,,,,
,,decide-no,No {{num}} learner(s),否 {{num}} 人,,,,,,,
,,decide-true,True {{num}} learner(s),对 {{num}} 人,,,,,,,
,,decide-false,False {{num}} learner(s) ,错 {{num}} 人,,,,,,,
,,decide-end,End,结束作答,,,,,,,
,,decide-btn-yes,Yes,是,,,,,,,
,,decide-btn-no,No,否,,,,,,,
,,decide-modal-title,Are you sure to end the interaction?,是否结束当前互动？,,,,,,,
,,decide-toast-title,The interaction has ended.,判断题互动已自动结束,,,,,,,
,,share-screen-tip2,Learners can be authorized to write under screen sharing.,共享下可以授权学生书写啦！,,,,,,,
,教师静音弹框,toast-mute-mic,You are muted now.,麦克风正在静音中。,,,,,,,
,,click-stage-off,Click to off stage,点击下台,,,,,,,
,课件下载加载,res-download-failed-msg,"Courseware download failed, please click the button to try again.",课件下载失败，请点击按钮重试,,,,,,,
,,res-failed-retry,Retry,重试,,,,,,,
,,res-loading-failed-msg,"Courseware failed to load, please click the button and try again.",课件加载失败，请点击按钮重试,,,,,,,
,,res-downloading,Downloading...,下载中,,,,,,,
,课堂模式,classroom-mode-content,Content View,内容视图,,,,,,,
,,classroom-mode-gallery,Gallery View,画廊视图,,,,,,,
,,classroom-mode-view,View,视图,,,,,,,
,学生未进入,learner_attendance,Not in attendance,待进入,,,,,,,
,,device-guide-title,Grasp Learner's Device Status,实时掌握学生设备状态,,,,,,,
,,device-guide-des,"Click on the icon to check the classroom service type, device OS, performance and network conditions of the learner.",点击icon查看学生当前的课堂服务类型、操作系统、性能表现和网络情况。,,,,,,,
,,device-service-tips,Standard,标准服务,,,,,,,
,,device-service-tips2,Swift,极速服务,,,,,,,
,,echo-remind,Suspected echo device: Turning off his microphone If there is an echo.,疑似回声设备：如有回声建议关闭他的麦克风,,,,,,,
,,hover-device,Device Status,设备状态,,,,,,,
,,suggest_no_need,The current network is in good condition and no need to optimize ~,当前网络良好，无需优化～,,,,,,,
,内容区缩放工具,zoom-level,Zoom Level,显示比例,,,,,,,
,,zoom-custom,Custom,自定义比例,,,,,,,
,,zoom-navigator,Navigator,导航器,,,,,,,
,,zoom-content,Content Area,课件范围,,,,,,,
,,zoom-visible,Visible Area,可视范围,,,,,,,
,,zoom-quick-fit,Quick Fit,快速适配,,,,,,,
,,zoom-fit-height,Fit height,高度适配,,,,,,,
,,zoom-fit-width,Fit width,宽度适配,,,,,,,
,,star-note,Note: Up to 20 Stars per learner per lesson. (Limited time offer),提示：每课每学员最多可发20星（限时提供）,,,,,,,
,计时器,counter-title-timer,Timer,正计时,,,,,,,
,,counter-title-countdown,Countdown,倒计时,,,,,,,
,,counter-btn-start,Start,开始,,,,,,,
,,counter-btn-pause,Pause,暂停,,,,,,,
,,counter-btn-resume,Resume,继续,,,,,,,
,,counter-btn-reset,Reset,复位,,,,,,,
,,counter-btn-restart,Restart,重新开始,,,,,,,
,,counter-interaction-finish,The interaction has ended.,正计时互动已自动结束,,,,,,,
,,counter-countdown-interaction-finish,The interaction has ended.,倒计时互动已自动结束,,,,,,,
,计时器,counter-unit-minute,Minute,分,,,,,,,
,,counter-unit-second,Second,秒,,,,,,,
,,counter-scene-conflict-tips,Please end the interaction and try again.,请先结束当前互动后再试。,,,,,,,
,手动关闭学生视频,learner-camera-more-blind,Stop Video,关闭视频,,,,,,,
,,learner-camera-more-unblind,Start Video,开启视频,,,,,,,
,,learner-camera-more-pin,Pin,固定,,,,,,,
,,learner-camera-more-unpin,Unpin,取消固定,,,,,,,
,,learner-camera-more-toast-unblind,This learner's video will be seen in 3 seconds.,该学生视频将在3秒后开启,,,,,,,
,,learner-camera-more-hover-blind,Stop Video,关闭视频,,,,,,,
,,learner-camera-more-hover-unblind,Start Video,开启视频,,,,,,,
,请求失败,manifest-request-err,"Request failed, please close the current file, reopen it and try again.",请求失败，请关闭当前文件，重新打开再试试,,,,,,,
,,request_network_disconnected,"Network abnormalities, please check your network settings.",网络异常，请检查您的网络设置,,,,,,,
,,request_not_logged_in,"If you are not logged in, please try to log in again.",未登录，请您尝试重新登录,,,,,,,
,,request_server_error,"Server exception, please try again later.",服务器异常，请稍候再试,,,,,,,
,,request_network_error,"Network abnormality, please try again later.",网络异常，请稍候再试,,,,,,,
,native-rtc崩溃modal,rtc_crash_modal_tip,"Live communication disconnected, please refresh the classroom and try again.",实时通讯中断，请刷新课堂重试,,,,,,,
,,rtc_crash_modal_reload,Refresh,刷新,,,,,,,
